,ref,publication,city,state,country,award,award_single_word,award_weight,general_category,general_category_single_word,specific_category,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10
1035,0698,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,Special Sections,SPS,Multiple Sections/Features/No ads,Manuel Cabrera Patio,Infographic Artist,Orlando Prez Snchez,Editorial Director,Hernn Ramos Benalczar,Editorial Sub-Director,Xavier Pea Merchn,Chief Design,Alfredo Piedrahita,Chief Photographer,Nelson Silva Torres,Political Editor,Victor Haz Chavarra,Journalist,Patricio Gonzlez Recalde,Journalist,Shirley Serrano Moscoso,Journalist,Gabriela Arce Poveda,Journalist
1036,1121,The Arizona Republic,Phoenix,Ariz.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Suzette Palma,Team Leader,Tricia Reinhold,Creative Director,Tracy Collins,Director,,,,,,,,,,,,,,
1037,0716,Folha de So Paulo,So Paulo,,Brazil,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Theo Lamar,Designer,Fernanda Giulietti,Designer,William Mur,Infographic Artist,Eduardo Asta,Infographic Artist,Ariel Severino,Illustrator,Ana Estela de Souza Pinto,Editor,,,,,,,,
1038,1078,Folha de So Paulo,So Paulo,,Brazil,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Theo Lamar,Designer,,,,,,,,,,,,,,,,,,
1039,1081,The Guardian,London,,United kingdom,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Andrew Stocks,Art Director,,,,,,,,,,,,,,,,,,
1040,1089,The Guardian,London,,United kingdom,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Chris Clarke,Deputy Creative Director,Andrew Stocks,Art Director,,,,,,,,,,,,,,,,
1041,0714,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Wayne Kamidoi,Designer,Fred Bierman,Art Director,Alicia DeSantis,Graphic Editor,Anjali Singhvi,Graphics Editor,Laura OÕNeill,Picture Editor,Kevin Flynn,Section Editor,,,,,,,,
1042,0591,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special Sections,SPS,News/Section Cover,Chloe Cushman,Illustrator,David Yasvinski,Designer,Bev Wake,Sports Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
1043,0697,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special Sections,SPS,News/With ads,Chloe Cushman,Illustrator,Genevive Biloski,Features Design Director,Raina Toomey,PES Production Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
1044,0724,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/No ads,Eddie Alvarez,Designer,QuickHoney,Illustration,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,,,,,,,,,,,,
1045,1000,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Michael Whitley,A.M.E.,Chris Whetzel,Illustrator,,,,,,,,,,,,,,,,
1046,0629,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Margaret Riedel,Lead Sports Designer,Tim Parks,Deputy Presentation & Planning Editor,Matt Dixon,Photographer,Thad Livingston,Sports Editor,Jeff Bundy,Director of Photography,Dave Elsesser,Presentation & Planning Editor,,,,,,,,
1047,1026,The Seattle Times,Seattle,Wash.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Rich Boudet,Sports Designer,Frank Mina,Design Director,,,,,,,,,,,,,,,,
1048,0497,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Special Sections,SPS,Sports/Section Cover,Chris Rukan,Art Director,Jason Mecier,Illustrator,Suzette Moyer,Senior Designer,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Traccee Hamilton,Deputy Sports Editor,Greg Schimmel,Copy Editor,Matt Rennie,Deputy Sports Editor,Matt Vita,Sports Editor,,
1049,0386,Helsingin Sanomaat,Helsinki, ,Finland,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Multi-Day Photo Series,Niklas Meltio,Photographer,Emma-Leena Ovaskainen,Graphic Designer,,,,,,,,,,,,,,,,
1050,1109,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Redesigns,RED,Newspaper Page,Jason Baum,Designer,Vince Chiaramonte,Design Director,,,,,,,,,,,,,,,,
1051,1023,Helsingin Sanomaat,Helsinki,,Finland,Award of Excellence,AE,7,Redesigns,RED,Newspaper Page,Ari Kinnari,Art Director,Sami Valtere,Design Chief,,,,,,,,,,,,,,,,
1052,1114,La Nacin,Vicente Lopez,,Argentina,Award of Excellence,AE,7,Redesigns,RED,Newspaper Section,Ana Gueller,Art Director,Alejandra Bliffeld,Design Editor,Sebastian Fest,Editor,Fernando Gutierrez,Photo Editor in Chief,Anibal Greco,Photo Editor,Pablo Cairo,Design Editor,Marcelo Lago,Designer,Pablo Loscri,Graphics Editor,Gabriel Podesta,Graphic Artist,Pablo Vignone,Editor
1053,1138,Het Parool,Amsterdam, ,Netherlands,Award of Excellence,AE,7,Redesigns,RED,Newspaper Section,John Koning,Art Director,Floor Koop,Assistant Art Director,Jacek Utko,Design Consultant,Ronald Ockhuysen,Editor-in-Chief,,,,,,,,,,,,
1054,1113,La Repubblica,Rome,,Italy,Award of Excellence,AE,7,Redesigns,RED,Newspaper Section,Angelo Rinaldi,Art Director/Deputy Editor-in-Chief,Francesco Franchi,M.E.,Silvia Rossi,Designer,Isabella Maoloni,Designer,Luigi Pierantoni,Designer,Adriana Ranieri,Designer,,,,,,,,
1055,1065,The Business Times,Singapore, ,Singapore,Award of Excellence,AE,7,Redesigns,RED,Overall Newspaper,Michelle Low Ju-Lyn,Executive Sub Editor,Joyce Hooi,Assistant News Editor,Jaime Ee,Lifestyle Editor,Simon Ang,Graphics Editor,Gareth Chung,Infographics Journalist,,,,,,,,,,
1056,1111,Politico Europe,Brussels, ,Belgium,Award of Excellence,AE,7,Redesigns,RED,Overall Newspaper,Tim Ball,Creative Director,Matthew Kaminski,Executive Editor,,,,,,,,,,,,,,,,
1057,0940,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Daniel Zakroczemski,Illustrator,Vince Chiaramonte,Design Editor,Jason Baum,Designer,Leah Samol,Designer,Terry Lew,Designer,,,,,,,,,,
1058,0921,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Illustration,ILL,Arts & Entertainment/Color,Daniel Zakroczemski,Illustrator,Leah Samol,Designer,Vince Chiaramonte,Design Director,,,,,,,,,,,,,,
1059,0460,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Staff Portfolio,Derek Gee,Chief Photographer,Robert Kirkham,Photographer,John Hickey,Photographer,Mark Mulville,Photographer,Cathaleen Curtiss,Director of Photography,,,,,,,,,,
1060,0156,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,John Hickey,Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,
1061,0469,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Inside page/Broadsheet 175,000 and over",Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Calvin Horn,Director of Photography,,,,,,,,,,,,,,
1062,0708,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 175,000 and over",Kelli Sullivan,Deputy Design Director,,,,,,,,,,,,,,,,,,
1063,0296,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Robert St. John,Deputy Photo Editor,Alan Hagman,Deputy Photo Editor,,,,,,,,,,,,
1064,0917,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Illustration,ILL,Arts & Entertainment/Color,Cameron Cottrill,Illustrator,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
1065,0565,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Page Design, Staff Portfolio",PDS,"Combination 175,000 and over",Michael Whitley,A.M.E.,Paul Gonzales,Deputy Design Director,Kelli Sullivan,Deputy Design Director,,,,,,,,,,,,,,
1066,0935,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Staff,,,,,,,,,,,,,,,,,,,
1067,0405,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Brandon Ferrill,Designer,Rafael Alvarez,Illustrator,Jay St. Pierre,Lead Sports Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,
1068,1038,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Features/Color,Andrea Levy,Artist,,,,,,,,,,,,,,,,,,
1069,0938,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Andrea Levy,Artist,,,,,,,,,,,,,,,,,,
1070,1036,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,News/Color,Andrea Levy,Artist,,,,,,,,,,,,,,,,,,
1071,0762,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Page Design, Staff Portfolio",PDS,"News 175,000 and over",Staff,,,,,,,,,,,,,,,,,,,
1072,0015,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Chris Rukan,Art Director,Jasu Hu,Illustrator,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Senior Designer,Adam Kushner,Outlook Editor,Marisa Bellack,Deputy Outlook Editor,Mike Madden,Deputy Outlook Editor,,,,
1073,0502,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 175,000 and over",Chris Rukan,Art Director,,,,,,,,,,,,,,,,,,
1074,0253,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Business/Broadsheet 175,000 and over",Madia  Brown,Art Director/Designer,Dan Mautina,Illustrator,Kelly Johnson,Editor,Thomas Simonetti,Photo Editor,Greg Manifold,Design Director,,,,,,,,,,
1075,0756,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Staff Portfolio",PDS,"News 175,000 and over",Staff,,,,,,,,,,,,,,,,,,,
1076,1058,(Lisbon) Expresso,Pao de Arcos, ,Portugal,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Marco Grieco,Art Director,Mario Henriques,Art Editor,Helder Oliveira,Illustrator,Alex Gozblau,Illustrator,Joao Maio Pinto,Illustrator,Goncalo Viana,Illustrator,Paulo Buchinho,Illustrator,Cristiano Salgado,Illustrator,,,,
1077,1062,CrainÕs Cleveland Business,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,David Kordalski,Creative Director,Rebecca R. Markovitz,Art Director,Charis Tsevis,Illustrator,Randy Palmer,Illustrator,Lisa Lorek,Illustrator,BurkleHagen,Photography n,,,,,,,,
1078,0942,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Staff,,,,,,,,,,,,,,,,,,,
1079,1055,Politico Europe,Brussels, ,Belgium,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Tim Ball,Creative Director,,,,,,,,,,,,,,,,,,
1080,0946,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Staff,,,,,,,,,,,,,,,,,,,
1081,0947,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Staff,,,,,,,,,,,,,,,,,,,
1082,1075,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Illustration,ILL,Art Direction Portfolio,Staff,,,,,,,,,,,,,,,,,,,
1083,0930,El (Lima) Comercio,Lima, ,Peru,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Victor Sanjinez,Illustrator,,,,,,,,,,,,,,,,,,
1084,0932,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Daniel Zakroczemski,Illustrator,,,,,,,,,,,,,,,,,,
1085,0882,El Diario de Hoy,San Salvador, ,El salvador,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Norma Ramirez,Creative Director,Jose Santos,Illustrator,,,,,,,,,,,,,,,,
1086,0895,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Chris Morris,Artist,,,,,,,,,,,,,,,,,,
1087,1146,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,Illustration,ILL,Individual Portfolio of Work,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
1088,0596,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Information Graphics, Multiple",IGM,Staff Portfolio,Graphics Staff,,,,,,,,,,,,,,,,,,,
1089,0585,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Information Graphics, Multiple",IGM,Staff Portfolio,Staff,,Tim Meko,Graphics Editor,Aaron Williams,Graphics Reporter,Lazaro Gamio,Graphic Assignment Editor,Samuel Granados,Senior Graphics Editor,Dan Keating,Graphics Reporter,Ted Melllnik,Graphics Reporter,John Muyskens,Graphics Editor,Kim Soffen,Graphics Editor,Phillip Kennicot,Art and Architecture Critic
1090,0681,China Daily,Beijing,,China,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 175,000 and over",Chi Tian,Deputy Design Director,,,,,,,,,,,,,,,,,,
1091,0538,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 175,000 and over",Brandon Ferrill,Designer,,,,,,,,,,,,,,,,,,
1092,0470,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 175,000 and over",Amanda Soto,Art Director,,,,,,,,,,,,,,,,,,
1093,0500,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 175,000 and over",Chris Rukan,Art Director,,,,,,,,,,,,,,,,,,
1094,0534,The Economic Observer,Beijing,,China,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 49,999 and under",Yi Zhao,Designer,,,,,,,,,,,,,,,,,,
1095,0532,Politico Europe,Brussels, ,Belgium,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 49,999 and under",Tim Ball,Creative Director,,,,,,,,,,,,,,,,,,
1096,0683,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 49,999 and under",Manuel Cabrera Patio,Infographic Artist,,,,,,,,,,,,,,,,,,
1097,0684,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 49,999 and under",Carlos Proao,Jefe de Infografia,,,,,,,,,,,,,,,,,,
1098,0640,The Times Polska,Warsaw, ,Poland,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 49,999 and under",Tomek Bochenski,Art Director,,,,,,,,,,,,,,,,,,
1099,0685,South China Morning Post,Hong Kong,,China,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 50,000-174,999",Alberto Lucas Lopez,Graphics Director,,,,,,,,,,,,,,,,,,
1100,0686,South China Morning Post,Hong Kong,,China,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Combination 50,000-174,999",Dennis C.F. Wong,Designer,,,,,,,,,,,,,,,,,,
1101,0743,The Guardian,London,,United kingdom,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Chris Clarke,Deputy Creative Director,,,,,,,,,,,,,,,,,,
1102,0749,The Guardian,London,,United kingdom,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Andrew Stocks,Art Director,,,,,,,,,,,,,,,,,,
1103,0655,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Alexandra Zsigmond,Designer,,,,,,,,,,,,,,,,,,
1104,0658,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Matt Dorfman,Designer,,,,,,,,,,,,,,,,,,
1105,0750,Pittsburgh Post-Gazette,Pittsburgh,Pa.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Daniel Marsula,Art Director,,,,,,,,,,,,,,,,,,
1106,0734,The San Diego Union-Tribune,San Diego,Calif.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Cristina Byvik,Illustrator/Designer,,,,,,,,,,,,,,,,,,
1107,0754,The San Diego Union-Tribune,San Diego,Calif.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Adam Vieyra,Designer,,,,,,,,,,,,,,,,,,
1108,0515,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Elizabeth Hart,Art Director,,,,,,,,,,,,,,,,,,
1109,0517,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 175,000 and over",Michael Johnson,Designer,,,,,,,,,,,,,,,,,,
1110,0641,Al Shabiba,Muscat,,Oman,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 49,999 and under",Osama Aljawish,Designer/Illustrator,,,,,,,,,,,,,,,,,,
1111,0857,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Features 50,000-174,999",Lise Mogensen,Page Designer,,,,,,,,,,,,,,,,,,
1112,1074,National Geographic Traveler,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Magazine 175,000 and over",Marianne Seregi,Design Director,,,,,,,,,,,,,,,,,,
1113,0898,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Magazine 175,000 and over",Beth Broadwater,Art Director,,,,,,,,,,,,,,,,,,
1114,0704,The Globe and Mail,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 175,000 and over",Matt French,Assistant Art Director,,,,,,,,,,,,,,,,,,
1115,0777,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 175,000 and over",Fred Bierman,Designer,,,,,,,,,,,,,,,,,,
1116,0760,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
1117,0703,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 175,000 and over",Robert Davis,Designer,,,,,,,,,,,,,,,,,,
1118,0759,Politico Europe,Brussels, ,Belgium,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 49,999 and under",Tim Ball,Creative Director,,,,,,,,,,,,,,,,,,
1119,0758,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"News 50,000-174,999",Gigi Suhanic,F.P. Design Director,,,,,,,,,,,,,,,,,,
1120,0652,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Sports 175,000 and over",Wayne Kamidoi,Designer,,,,,,,,,,,,,,,,,,
1121,0707,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,"Page Design, Individual Portfolio",PDP,"Sports 175,000 and over",Josh Crutchmer,A.M.E.,,,,,,,,,,,,,,,,,,
